deprivation,covid,logspend,spend
23.437,0,2.6790559300805667,14.57
23.437,0,3.0951594990101436,22.09
23.437,0,2.7264116589224767,15.28
23.437,0,2.6507659124803733,14.16
23.437,0,2.622525013236536,13.77
23.437,0,2.9849116682020607,19.78
23.437,0,2.901659947091202,18.2
23.437,0,2.4650834253256657,11.76
23.437,0,2.7345108528605686,15.4
23.437,0,2.6997411556978506,14.88
23.437,0,2.6587946225649968,14.28
23.437,0,2.483381414706295,11.98
23.437,0,2.7853646123500257,16.21
23.437,0,2.670170607601254,14.44
23.437,0,2.841334826314063,17.14
23.437,0,3.0091682307129,20.27
23.437,0,2.550658690535856,12.82
23.437,0,2.859704010579197,17.46
23.437,0,2.9678889944408837,19.45
23.437,0,2.9849915333975097,19.79
23.437,0,3.032442390354274,20.75
23.437,0,2.50445075705669,12.24
23.437,0,2.2320326691860606,9.32
23.437,0,2.65730863644963,14.26
23.437,0,2.6588289493978703,14.28
23.437,0,3.2471719487135853,25.72
23.437,0,2.5438924048195384,12.73
23.437,0,2.6824351917088882,14.62
23.437,0,2.763331761518851,15.85
23.437,0,2.828267835074751,16.92
23.437,0,2.649421264589626,14.15
23.437,0,2.5300664434983076,12.55
23.437,0,2.6013295969936685,13.48
23.437,0,2.5699964520610723,13.07
23.437,0,2.4236848217072784,11.29
23.437,0,2.275873407759676,9.74
23.437,0,2.5308205271755124,12.56
23.437,0,2.6139151078160854,13.65
23.437,0,2.909018188593631,18.34
23.437,0,2.407636493037662,11.11
23.437,0,2.865796270492786,17.56
23.437,0,2.798108343596103,16.41
23.437,0,2.7541978182887172,15.71
23.437,0,2.4481956376502128,11.57
23.437,0,2.954885436912973,19.2
23.437,0,2.6598816209412712,14.29
23.437,0,3.0512918438373386,21.14
23.437,0,2.655904012295992,14.24
23.437,0,2.7907382313629,16.29
23.437,0,2.8219097819931434,16.81
23.437,0,2.6842549366777124,14.65
23.437,0,2.8002412414770532,16.45
23.437,0,3.068882224398828,21.52
23.437,0,2.758604455826433,15.78
23.437,0,2.620409535128396,13.74
23.437,0,2.788645249194342,16.26
23.437,0,2.857099585379631,17.41
23.437,0,2.966681210067655,19.43
23.437,0,2.687650900779453,14.7
23.437,0,2.983545588972435,19.76
23.437,0,2.8439075182424,17.18
23.437,0,2.74820801985281,15.61
23.437,0,2.8875069576144177,17.95
23.437,0,2.832516744828687,16.99
23.437,0,2.6120429814303856,13.63
23.437,0,2.4879707396489894,12.04
23.437,0,2.4719961498570737,11.85
23.437,0,2.23941740436724,9.39
23.437,0,2.8224609140521864,16.82
23.437,0,2.4430455754968587,11.51
23.437,0,2.840463964458151,17.12
23.437,0,2.4348252324286648,11.41
23.437,0,3.0681012711857867,21.5
23.437,0,2.6899542688327305,14.73
23.437,0,2.7016842473018534,14.9
23.437,0,2.9737318323193636,19.56
23.437,0,2.897321726569767,18.13
23.437,0,2.789776615159933,16.28
23.437,0,2.750557202983388,15.65
23.437,0,2.703242266312528,14.93
23.437,0,2.582261728044103,13.23
23.437,0,2.595134462980121,13.4
23.437,0,2.5806829915496325,13.21
23.437,0,2.8176536383029727,16.74
23.437,0,3.158275065691434,23.53
23.437,0,2.4234589468354972,11.28
32.136,0,2.2779182756898506,9.76
32.136,0,2.371633815487235,10.71
32.136,0,2.7023965459656076,14.92
32.136,0,2.5725523855105363,13.1
32.136,0,2.4876895927704705,12.03
32.136,0,2.5112942794455195,12.32
32.136,0,2.2823282942445475,9.8
32.136,0,2.3976574170847256,11
32.136,0,2.494477133904653,12.12
32.136,0,2.4381436301938275,11.45
32.136,0,2.9705125183123737,19.5
32.136,0,2.7169783688901843,15.13
32.136,0,2.1819393565598837,8.86
32.136,0,2.3316667831743803,10.3
32.136,0,2.4143283766021217,11.18
32.136,0,2.2340343325169223,9.34
32.136,0,2.079457073889533,8
32.136,0,2.4930445343918466,12.1
32.136,0,2.62261352293304,13.77
32.136,0,2.3139547945202543,10.11
32.136,0,2.6180622658737436,13.71
32.136,0,2.278957018389632,9.77
32.136,0,2.4023754014470473,11.05
32.136,0,2.5441548117208956,12.73
32.136,0,2.3988067281126733,11.01
32.136,0,2.5840141110225696,13.25
32.136,0,2.3242184187158195,10.22
32.136,0,2.274023687597144,9.72
32.136,0,2.402569957628168,11.05
32.136,0,2.2707313775145823,9.69
32.136,0,2.4200380870293974,11.25
32.136,0,2.5931839889758987,13.37
32.136,0,2.4584515546334886,11.69
32.136,0,2.459612051505865,11.7
32.136,0,2.5209366711415706,12.44
32.136,0,2.2344439814540835,9.34
32.136,0,2.7452655397286505,15.57
32.136,0,2.650536640078685,14.16
32.136,0,2.545850813291794,12.75
32.136,0,2.702062570415345,14.91
32.136,0,2.6727063990827573,14.48
32.136,0,2.4801901006446987,11.94
32.136,0,2.6551939259353925,14.23
32.136,0,2.575358967858743,13.14
32.136,0,2.7506783157998145,15.65
32.136,0,2.4150674827278564,11.19
32.136,0,1.92858419269369,6.88
32.136,0,2.421837261911085,11.27
32.136,0,2.608407074843496,13.58
32.136,0,2.620049956608973,13.74
32.136,0,2.4868304373812276,12.02
32.136,0,2.3809975152533833,10.82
32.136,0,2.617386772808651,13.7
32.136,0,2.6138226940043094,13.65
32.136,0,2.5439778903567123,12.73
32.136,0,1.9670716487828093,7.15
32.136,0,2.1510626635054146,8.59
32.136,0,2.1981259262531934,9.01
32.136,0,2.2286063711163657,9.29
32.136,0,2.7577217364217486,15.76
32.136,0,2.2598048813901346,9.58
32.136,0,2.572528937252561,13.1
32.136,0,2.458102555968654,11.68
32.136,0,2.509767119657057,12.3
32.136,0,2.5312002174243626,12.57
32.136,0,2.4541594038136236,11.64
32.136,0,2.3756925214624776,10.76
32.136,0,2.6238383051162013,13.79
32.136,0,2.1315836668977775,8.43
32.136,0,2.624679940680717,13.8
32.136,0,2.444586796973204,11.53
32.136,0,2.293152969536379,9.91
32.136,0,2.507518986459422,12.27
32.136,0,2.408528419643171,11.12
32.136,0,2.0812452658993625,8.01
32.136,0,2.4119361232281524,11.16
32.136,0,2.5216454355211266,12.45
32.136,0,2.1770525790775483,8.82
32.136,0,2.2046131219601746,9.07
32.136,0,2.5005661739766736,12.19
32.136,0,2.19003658459982,8.94
32.136,0,2.2484702423440033,9.47
32.136,0,2.6088615245872644,13.58
32.136,0,2.160896503539631,8.68
32.136,0,2.6170989877676463,13.7
32.136,0,2.529907305485617,12.55
32.136,0,2.474244913069412,11.87
32.136,0,2.395448418603331,10.97
32.136,0,2.463624458806317,11.75
32.136,0,2.7170178148758906,15.14
32.136,0,2.0904152762689723,8.09
32.136,0,2.24877833287424,9.48
32.136,0,2.3798971436188836,10.8
32.136,0,2.2562932854148428,9.55
32.136,0,2.4278813828787427,11.33
32.136,0,2.7408299321710214,15.5
32.136,0,1.8901762664954276,6.62
32.136,0,2.2882365177011987,9.86
32.136,0,2.180320554339129,8.85
32.136,0,2.5319123181850403,12.58
34.308,0,2.3082522867052644,10.06
34.308,0,2.1695710780491013,8.75
34.308,0,2.334991327005513,10.33
34.308,0,2.2653780004043305,9.63
34.308,0,2.3492378036767882,10.48
34.308,0,2.240063651671172,9.39
34.308,0,2.4046350424952667,11.07
34.308,0,2.530655537051954,12.56
34.308,0,2.5426006162706853,12.71
34.308,0,2.497001284761272,12.15
34.308,0,2.6039539761664456,13.52
34.308,0,2.4531058716407808,11.62
34.308,0,2.3570364754735684,10.56
34.308,0,2.7147823588562896,15.1
34.308,0,2.4365143508203744,11.43
34.308,0,2.1583598956328385,8.66
34.308,0,2.180270702387018,8.85
34.308,0,2.5684775599579326,13.05
34.308,0,2.5826687039697114,13.23
34.308,0,2.7291111491698787,15.32
34.308,0,2.4442247423629615,11.52
34.308,0,2.5217385990089345,12.45
34.308,0,2.2089819544615437,9.11
34.308,0,2.237659618614618,9.37
34.308,0,2.362969255340565,10.62
34.308,0,2.3568312371361078,10.56
34.308,0,2.472044189031538,11.85
34.308,0,2.2976573532576667,9.95
34.308,0,2.3677789472511255,10.67
34.308,0,2.6035394259389975,13.51
34.308,0,2.1785153740630925,8.83
34.308,0,2.2401510305957357,9.39
34.308,0,2.4165241805165003,11.21
34.308,0,2.927898669233488,18.69
34.308,0,2.112039964913531,8.27
34.308,0,2.493374198196722,12.1
34.308,0,2.237523957124651,9.37
34.308,0,2.1458979747553926,8.55
34.308,0,2.24283317131646,9.42
34.308,0,2.1217840996356143,8.35
34.308,0,2.5337653811789886,12.6
34.308,0,2.290660347840071,9.88
34.308,0,2.1417817113986763,8.51
34.308,0,2.3384575321688414,10.37
34.308,0,2.4396628507453597,11.47
34.308,0,2.611939776174703,13.63
34.308,0,2.630224679894332,13.88
34.308,0,2.3197481111952856,10.17
34.308,0,2.5429880152481656,12.72
34.308,0,2.38594625028219,10.87
34.308,0,2.6327605124106634,13.91
34.308,0,1.9237532229132255,6.85
34.308,0,2.184853299876902,8.89
34.308,0,2.3048595886175876,10.02
34.308,0,2.68999979638373,14.73
34.308,0,2.351486798719513,10.5
34.308,0,2.725557831421414,15.26
34.308,0,2.3462905622015606,10.45
34.308,0,2.357027276914658,10.56
34.308,0,2.281409234017337,9.79
34.308,0,2.5547377953306416,12.87
34.308,0,3.092526062170048,22.03
34.308,0,2.3325639223253085,10.3
34.308,0,2.5990674920478205,13.45
34.308,0,2.5793850695729867,13.19
34.308,0,2.4436194390949986,11.51
34.308,0,2.331985687296275,10.3
34.308,0,2.8055025047740862,16.54
34.308,0,2.6033248909248052,13.51
34.308,0,2.559738619935681,12.93
34.308,0,2.4678978158746747,11.8
34.308,0,2.5403002643128083,12.68
34.308,0,2.5637024581451895,12.98
34.308,0,2.6841460361667764,14.65
34.308,0,2.4839496454294285,11.99
34.308,0,2.579327204044122,13.19
34.308,0,2.2314772537004464,9.31
34.308,0,2.1996764349392794,9.02
34.308,0,2.567038378829137,13.03
34.308,0,2.1827789763078527,8.87
34.308,0,2.386059592844334,10.87
34.308,0,2.1117540913212434,8.26
34.308,0,2.3621186495656272,10.61
34.308,0,2.9067846202252308,18.3
34.308,0,2.3205559593854943,10.18
34.308,0,2.6348457740958278,13.94
34.308,0,2.491102892894686,12.07
34.308,0,2.225370024440469,9.26
34.308,0,2.4041397135194686,11.07
34.308,0,2.215857038643274,9.17
34.308,0,1.9708163562916734,7.18
34.308,0,2.1654138186615084,8.72
34.308,0,2.2767050201577157,9.74
34.308,0,2.4172516266508897,11.21
34.308,0,2.4313476318421454,11.37
34.308,0,2.7343306931449183,15.4
34.308,0,2.262247841380936,9.6
34.308,0,2.336165483513107,10.34
34.308,0,2.5688146010428046,13.05
34.308,0,2.305095070620746,10.03
27.59,0,2.9386685519962015,18.89
27.59,0,2.6049038935364925,13.53
27.59,0,2.675258942830147,14.52
27.59,0,2.455756895801561,11.66
27.59,0,2.350632018513246,10.49
27.59,0,2.5385850045226657,12.66
27.59,0,2.282535571899092,9.8
27.59,0,2.3930683484011124,10.95
27.59,0,2.4119400131134325,11.16
27.59,0,2.369287945237102,10.69
27.59,0,2.4821627972938836,11.97
27.59,0,3.28407163777942,26.68
27.59,0,2.703068575717163,14.93
27.59,0,2.71678950477343,15.13
27.59,0,2.6385277980903483,13.99
27.59,0,2.806938976877511,16.56
27.59,0,2.717366710365118,15.14
27.59,0,2.040824721189703,7.7
27.59,0,2.5661565390189875,13.02
27.59,0,2.2725373159918307,9.7
27.59,0,2.8518217269940056,17.32
27.59,0,2.3775203298278966,10.78
27.59,0,2.737582593561359,15.45
27.59,0,2.700554209466331,14.89
27.59,0,2.9772460533738223,19.63
27.59,0,2.038622165219442,7.68
27.59,0,2.41067886202243,11.14
27.59,0,2.820027346605217,16.78
27.59,0,2.329885674656658,10.28
27.59,0,2.311667228076935,10.09
27.59,0,2.9137258766829275,18.43
27.59,0,2.629575783807745,13.87
27.59,0,2.3410719512465543,10.39
27.59,0,2.9164144022424385,18.47
27.59,0,2.244300394540933,9.43
27.59,0,2.3370788507044162,10.35
27.59,0,2.466230633614144,11.78
27.59,0,2.360100687110263,10.59
27.59,0,2.756984946100493,15.75
27.59,0,2.500713313246424,12.19
27.59,0,2.7032929899942477,14.93
27.59,0,2.4527258728002392,11.62
27.59,0,2.519968260248454,12.43
27.59,0,2.5924282699899734,13.36
27.59,0,2.567671381023861,13.04
27.59,0,2.3032224053540156,10.01
27.59,0,2.387277670083451,10.88
27.59,0,2.5803620437536505,13.2
27.59,0,2.674229154453502,14.5
27.59,0,2.6155182851996983,13.67
27.59,0,2.5052996928301203,12.25
27.59,0,2.8341728260898313,17.02
27.59,0,2.9144637506951216,18.44
27.59,0,2.556744066872067,12.89
27.59,0,2.247656653456977,9.47
27.59,0,2.6315957537983747,13.9
27.59,0,2.5140356518828852,12.35
27.59,0,2.5872294418918864,13.29
27.59,0,2.5663934154200847,13.02
27.59,0,2.6948479427959318,14.8
27.59,0,2.6987392347573493,14.86
27.59,0,2.485160919635735,12
27.59,0,2.3212410533173853,10.19
27.59,0,2.3114423071989343,10.09
27.59,0,2.187645486790664,8.91
27.59,0,2.565878717007854,13.01
27.59,0,2.3733609787376833,10.73
27.59,0,2.5400627068984143,12.68
27.59,0,2.626598756319344,13.83
27.59,0,2.5910023668416993,13.34
27.59,0,2.253916927597298,9.52
27.59,0,2.2975052156493403,9.95
27.59,0,2.48515054189138,12
27.59,0,2.3533029762301383,10.52
27.59,0,2.9457140962275097,19.02
27.59,0,2.958917238340786,19.28
27.59,0,2.6021485806437887,13.49
27.59,0,2.82979261852743,16.94
27.59,0,2.63816587316703,13.99
27.59,0,2.520948349929568,12.44
27.59,0,2.6217597932022105,13.76
27.59,0,2.6649800717016268,14.37
27.59,0,2.282455239783391,9.8
27.59,0,2.5400965303081047,12.68
27.59,0,2.390516032293182,10.92
27.59,0,2.492580467281672,12.09
27.59,0,2.9200490698790067,18.54
27.59,0,2.8017681048396677,16.47
27.59,0,2.4022140328998036,11.05
27.59,0,2.227980995074238,9.28
27.59,0,2.2540889663952464,9.53
27.59,0,2.5252983279834043,12.49
27.59,0,2.9025452437106884,18.22
27.59,0,2.5433618209494533,12.72
27.59,0,2.090946642271126,8.09
27.59,0,2.255268109350099,9.54
27.59,0,2.3968013269938764,10.99
27.59,0,2.673078681518109,14.48
27.59,0,2.6695089278430384,14.43
27.59,0,2.7686665777620547,15.94
46.08,0,2.3534267571363037,10.52
46.08,0,2.2948151068064715,9.92
46.08,0,2.4127662880489495,11.16
46.08,0,1.9905253665380591,7.32
46.08,0,2.1718645743525853,8.77
46.08,0,2.5644013603252316,12.99
46.08,0,2.563020491862626,12.97
46.08,0,2.4177539553916354,11.22
46.08,0,2.387788801104108,10.89
46.08,0,2.399108593103476,11.01
46.08,0,2.3690044444274263,10.69
46.08,0,2.83419379337181,17.02
46.08,0,2.785922773660324,16.21
46.08,0,2.5401891807641945,12.68
46.08,0,2.2638250769481907,9.62
46.08,0,2.3637698718541955,10.63
46.08,0,2.757935227051005,15.77
46.08,0,2.5750053906958867,13.13
46.08,0,2.4404323687703995,11.48
46.08,0,2.0711643493431406,7.93
46.08,0,2.612974456934475,13.64
46.08,0,2.5355409943393794,12.62
46.08,0,2.162359058233827,8.69
46.08,0,2.1779054669514175,8.83
46.08,0,2.387395546776272,10.89
46.08,0,2.1879364103711354,8.92
46.08,0,2.1638976029655237,8.71
46.08,0,2.3759065368663466,10.76
46.08,0,2.358634861915515,10.58
46.08,0,2.2485683437015616,9.47
46.08,0,2.36338782178952,10.63
46.08,0,2.284255734246589,9.82
46.08,0,2.0819498225777795,8.02
46.08,0,2.5335611428271716,12.6
46.08,0,2.426597402281094,11.32
46.08,0,2.4994763769072996,12.18
46.08,0,2.3688507778047208,10.69
46.08,0,2.070807921454619,7.93
46.08,0,2.591284599162363,13.35
46.08,0,2.4086968575914347,11.12
46.08,0,2.2924147432246915,9.9
46.08,0,2.40693676984038,11.1
46.08,0,2.2727560759608365,9.71
46.08,0,2.650280877979052,14.16
46.08,0,2.3232236471165897,10.21
46.08,0,2.167018321127913,8.73
46.08,0,2.2495576499845362,9.48
46.08,0,1.9934717230934653,7.34
46.08,0,2.347436170790336,10.46
46.08,0,2.2249950486856647,9.25
46.08,0,2.297991781594622,9.95
46.08,0,2.256810494667762,9.55
46.08,0,2.2979633618049173,9.95
46.08,0,2.4338692350639386,11.4
46.08,0,2.3671340912198007,10.67
46.08,0,2.245897495926182,9.45
46.08,0,2.3889676960828385,10.9
46.08,0,2.066912114019183,7.9
46.08,0,2.505137198049997,12.25
46.08,0,2.2988096684997186,9.96
46.08,0,2.2191216683915926,9.2
46.08,0,1.9538758432499563,7.06
46.08,0,2.5927400924843287,13.37
46.08,0,2.3356503783221814,10.34
46.08,0,2.3814842320084684,10.82
46.08,0,2.4586419098430645,11.69
46.08,0,2.398861244209735,11.01
46.08,0,2.4718460186761244,11.84
46.08,0,2.3176083741788682,10.15
46.08,0,2.3966571070972367,10.99
46.08,0,2.5308606729576058,12.56
46.08,0,2.3150275311624413,10.13
46.08,0,2.340318611596924,10.38
46.08,0,2.487824986247168,12.04
46.08,0,2.46959968877373,11.82
46.08,0,2.1899584320345453,8.93
46.08,0,2.3078138211987644,10.05
46.08,0,2.7053433042942427,14.96
46.08,0,2.51856869475659,12.41
46.08,0,2.299015605287129,9.96
46.08,0,2.502366854883088,12.21
46.08,0,2.4270121758061998,11.32
46.08,0,2.290889235797388,9.88
46.08,0,2.4159988761778246,11.2
46.08,0,2.0538912403314757,7.8
46.08,0,2.4393799589268883,11.47
46.08,0,2.5876716617779203,13.3
46.08,0,2.37833795222959,10.79
46.08,0,2.2831401457163905,9.81
46.08,0,2.2642951963976787,9.62
46.08,0,2.7360788184638842,15.43
46.08,0,2.5104646486235493,12.31
46.08,0,2.731547695665169,15.36
46.08,0,2.7029089153767454,14.92
46.08,0,2.325265012536333,10.23
46.08,0,2.282502882616696,9.8
46.08,0,2.22329676324188,9.24
46.08,0,2.004478383143568,7.42
46.08,0,2.4398863287,11.47
46.08,0,2.3590315862576525,10.58
34.161,0,2.5396636293472925,12.68
34.161,0,2.711655638171926,15.05
34.161,0,2.4312172477948946,11.37
34.161,0,2.3156441683818234,10.13
34.161,0,2.384610190862839,10.85
34.161,0,2.0998331012171083,8.16
34.161,0,2.4224742813483595,11.27
34.161,0,2.3982830002714763,11
34.161,0,2.416926282952779,11.21
34.161,0,2.6075277215339527,13.57
34.161,0,2.1603517258015947,8.67
34.161,0,2.333422414173447,10.31
34.161,0,2.305308133382842,10.03
34.161,0,2.421847925836522,11.27
34.161,0,2.4400337628034823,11.47
34.161,0,2.3498688165812123,10.48
34.161,0,2.191092082440644,8.94
34.161,0,2.0576575763114504,7.83
34.161,0,2.494612403316623,12.12
34.161,0,2.0556586861675057,7.81
34.161,0,2.704838924471642,14.95
34.161,0,2.7348073421122474,15.41
34.161,0,2.292169893184032,9.9
34.161,0,2.4121845350165096,11.16
34.161,0,2.0965655175470124,8.14
34.161,0,1.9185148246731838,6.81
34.161,0,2.374042841363513,10.74
34.161,0,2.216288501045692,9.17
34.161,0,2.487931849732707,12.04
34.161,0,2.4772229655158546,11.91
34.161,0,2.300563911308913,9.98
34.161,0,2.1922517114828994,8.96
34.161,0,2.180103892787055,8.85
34.161,0,2.716297320459102,15.12
34.161,0,2.312910400655378,10.1
34.161,0,2.5767167412627154,13.15
34.161,0,2.3544336056792345,10.53
34.161,0,2.1707743649115163,8.77
34.161,0,2.3136528667730305,10.11
34.161,0,2.4201391493773126,11.25
34.161,0,2.371261835378719,10.71
34.161,0,2.4519959345665003,11.61
34.161,0,2.5172941136610927,12.4
34.161,0,2.4269267803292833,11.32
34.161,0,2.2537771058242346,9.52
34.161,0,2.198940452430281,9.02
34.161,0,2.7322995298635258,15.37
34.161,0,2.4764507417709054,11.9
34.161,0,2.495614521114124,12.13
34.161,0,2.4600553125742097,11.71
34.161,0,2.2303849019750626,9.3
34.161,0,2.804946938319043,16.53
34.161,0,2.7717048093547083,15.99
34.161,0,2.0659951081771264,7.89
34.161,0,2.6330244616188465,13.92
34.161,0,2.2410848834599704,9.4
34.161,0,2.2197275311912885,9.2
34.161,0,2.351032384326856,10.5
34.161,0,2.4394949304357243,11.47
34.161,0,2.3076688226225195,10.05
34.161,0,2.7922802479046496,16.32
34.161,0,2.0878187165978486,8.07
34.161,0,2.7383084139959344,15.46
34.161,0,2.527717222460109,12.52
34.161,0,2.2421744358656754,9.41
34.161,0,2.4307531533323488,11.37
34.161,0,2.6248537142999004,13.8
34.161,0,2.3551122156049753,10.54
34.161,0,2.509776473931452,12.3
34.161,0,2.3131078574009143,10.11
34.161,0,2.413831167001196,11.18
34.161,0,2.7727808317336056,16
34.161,0,2.6221675261350232,13.77
34.161,0,2.4749028281571523,11.88
34.161,0,2.313905576861949,10.11
34.161,0,2.2261365381214056,9.26
34.161,0,2.3236753942075627,10.21
34.161,0,2.130968617744565,8.42
34.161,0,2.133726735604488,8.45
34.161,0,2.164271277995632,8.71
34.161,0,2.246845524345274,9.46
34.161,0,2.1715461826162676,8.77
34.161,0,2.29140235426723,9.89
34.161,0,2.3508090869835114,10.49
34.161,0,2.4126898178243206,11.16
34.161,0,2.6017892254936057,13.49
34.161,0,2.244795976114669,9.44
34.161,0,2.1966450923607317,8.99
34.161,0,2.459105423298751,11.69
34.161,0,2.503790591011968,12.23
34.161,0,2.369548674397538,10.69
34.161,0,1.8637662466698346,6.45
34.161,0,2.324629397212398,10.22
34.161,0,2.1212401587416587,8.34
34.161,0,2.3922886862438024,10.94
34.161,0,2.1956014605169045,8.99
34.161,0,2.273249778276081,9.71
34.161,0,2.744345593057122,15.55
34.161,0,2.225300779979889,9.26
34.161,0,2.475158934848831,11.88
39.959,0,2.1395346276477394,8.5
39.959,0,2.4954539518358634,12.13
39.959,0,2.1877778887369237,8.92
39.959,0,2.483781129379174,11.99
39.959,0,2.5196931576918296,12.42
39.959,0,2.5494488088485436,12.8
39.959,0,2.700299950529653,14.88
39.959,0,2.1379885731903645,8.48
39.959,0,2.2217179793766495,9.22
39.959,0,2.504601520795015,12.24
39.959,0,2.3251462786163386,10.23
39.959,0,2.3272159501039296,10.25
39.959,0,2.249499281808138,9.48
39.959,0,2.3392990171999273,10.37
39.959,0,2.7411958646491503,15.51
39.959,0,2.354483067759823,10.53
39.959,0,2.164757674097524,8.71
39.959,0,2.435947350418382,11.43
39.959,0,2.1655420346138188,8.72
39.959,0,2.831998103928507,16.98
39.959,0,2.221916327614258,9.22
39.959,0,2.0863576394614967,8.06
39.959,0,2.4267879808328106,11.32
39.959,0,2.3737004159427335,10.74
39.959,0,1.8588265159586452,6.42
39.959,0,2.4858671550641005,12.01
39.959,0,2.4766131320898768,11.9
39.959,0,1.993751104468785,7.34
39.959,0,2.6819825062726275,14.61
39.959,0,2.2953066837245375,9.93
39.959,0,2.6556201191845,14.23
39.959,0,2.2926787117001073,9.9
39.959,0,2.7650075140736643,15.88
39.959,0,2.3829393048856007,10.84
39.959,0,2.484153553237994,11.99
39.959,0,2.0520591942927267,7.78
39.959,0,2.3272215004105576,10.25
39.959,0,2.3024382585721397,10
39.959,0,2.5863737987349813,13.28
39.959,0,2.924031857424791,18.62
39.959,0,2.1422212161662793,8.52
39.959,0,2.429861932877584,11.36
39.959,0,2.3979314539940018,11
39.959,0,2.2453985299561188,9.44
39.959,0,2.220820826306545,9.21
39.959,0,2.7127832644154584,15.07
39.959,0,2.4334443016738283,11.4
39.959,0,2.421207469163543,11.26
39.959,0,1.9713058288666152,7.18
39.959,0,2.772886859788791,16
39.959,0,2.3678834349535185,10.67
39.959,0,2.765627709155556,15.89
